"Time","flow"
2024-08-26 15:00:27,6.56
2024-08-26 14:45:27,7.44
2024-08-26 14:30:27,8.56
2024-08-26 14:15:27,8.00
2024-08-26 14:00:27,8.24
2024-08-26 13:45:36,7.84
2024-08-25 17:26:28,5.28
2024-08-25 17:11:28,3.88
2024-08-25 16:56:28,5.36
2024-08-25 16:41:28,4.80
2024-08-25 16:26:28,4.20
2024-08-25 16:11:28,4.60
2024-08-25 15:56:28,3.80
2024-08-25 15:41:28,4.36
2024-08-25 15:26:28,4.44
2024-08-25 15:11:28,3.80
2024-08-25 14:56:28,4.04
2024-08-25 14:41:28,3.88
2024-08-25 14:26:28,3.96
2024-08-25 14:11:28,4.64
2024-08-25 13:56:28,4.44
2024-08-25 13:41:36,5.68
2024-08-25 21:27:08,6.80
2024-08-25 21:12:08,5.96
2024-08-25 20:57:08,5.16
2024-08-25 20:42:08,5.44
2024-08-25 20:27:08,6.44
2024-08-25 20:12:08,7.12
2024-08-25 19:57:08,6.12
2024-08-25 19:42:08,5.64
2024-08-25 19:27:08,4.88
2024-08-25 19:12:08,5.72
2024-08-25 18:57:08,6.28
2024-08-25 18:42:08,5.80
2024-08-25 18:27:08,4.68
2024-08-25 18:12:08,5.96
2024-08-25 17:57:08,5.28
2024-08-25 17:42:16,5.28
2024-08-27 01:31:47,6.00
2024-08-27 01:16:47,6.64
2024-08-27 01:01:47,6.48
2024-08-27 00:46:47,6.52
2024-08-27 00:31:47,6.48
2024-08-27 00:16:47,7.32
2024-08-27 00:01:47,8.16
2024-08-26 23:46:47,8.44
2024-08-26 23:31:47,8.60
2024-08-26 23:16:47,8.92
2024-08-26 23:01:47,8.68
2024-08-26 22:46:47,9.00
2024-08-26 22:31:47,9.40
2024-08-26 22:16:47,9.28
2024-08-26 22:01:47,8.44
2024-08-26 21:46:55,9.44
2024-08-26 13:29:47,8.68
2024-08-26 13:14:47,7.92
2024-08-26 12:59:47,8.08
2024-08-26 12:44:47,7.76
2024-08-26 12:29:47,8.72
2024-08-26 12:14:47,9.32
2024-08-26 11:59:47,8.40
2024-08-26 11:44:47,7.88
2024-08-26 11:29:47,8.24
2024-08-26 11:14:47,10.16
2024-08-26 10:59:47,9.68
2024-08-26 10:44:47,9.56
2024-08-26 10:29:47,7.64
2024-08-26 10:14:47,8.92
2024-08-26 09:59:47,7.28
2024-08-26 09:44:51,7.72
2024-08-26 05:28:27,1.32
2024-08-26 05:13:27,1.32
2024-08-26 04:58:27,1.28
2024-08-26 04:43:27,1.08
2024-08-26 04:28:27,1.04
2024-08-26 04:13:27,1.00
2024-08-26 03:58:27,1.16
2024-08-26 03:43:27,1.00
2024-08-26 03:28:27,0.96
2024-08-26 03:13:27,1.00
2024-08-26 02:58:27,1.56
2024-08-26 02:43:27,5.28
2024-08-26 02:28:27,4.92
2024-08-26 02:13:27,4.16
2024-08-26 01:58:27,1.16
2024-08-26 01:43:36,1.16
2024-08-26 21:31:07,9.48
2024-08-26 21:16:07,8.20
2024-08-26 21:01:07,6.76
2024-08-26 20:46:07,8.80
2024-08-26 20:31:07,9.20
2024-08-26 20:16:07,8.20
2024-08-26 20:01:07,8.52
2024-08-26 19:46:07,9.36
2024-08-26 19:31:07,8.80
2024-08-26 19:16:07,6.36
2024-08-26 19:01:07,7.52
2024-08-26 18:46:07,5.64
2024-08-26 18:31:07,5.72
2024-08-26 18:16:07,7.28
2024-08-26 18:01:07,6.88
2024-08-26 17:46:16,6.20
2024-08-26 09:29:08,7.96
2024-08-26 09:14:08,6.56
2024-08-26 08:59:08,10.68
2024-08-26 08:44:08,11.04
2024-08-26 08:29:08,12.12
2024-08-26 08:14:08,11.24
2024-08-26 07:59:08,11.00
2024-08-26 07:44:08,11.16
2024-08-26 07:29:08,10.52
2024-08-26 07:14:08,10.60
2024-08-26 06:59:08,5.32
2024-08-26 06:44:08,4.48
2024-08-26 06:29:08,4.12
2024-08-26 06:14:08,3.52
2024-08-26 05:59:08,2.04
2024-08-26 05:44:16,0.84
2024-08-27 05:32:38,5.68
2024-08-27 05:17:38,6.08
2024-08-27 05:02:38,5.92
2024-08-27 04:47:38,5.84
2024-08-27 04:32:38,5.76
2024-08-27 04:17:38,6.60
2024-08-27 04:02:38,6.28
2024-08-27 03:47:38,5.72
2024-08-27 03:32:38,5.72
2024-08-27 03:17:38,5.80
2024-08-27 03:02:38,5.76
2024-08-27 02:47:38,7.16
2024-08-27 02:32:38,7.24
2024-08-27 02:17:38,7.28
2024-08-27 02:02:38,6.08
2024-08-27 01:47:40,6.16
2024-08-27 09:33:17,11.04
2024-08-27 09:18:17,9.56
2024-08-27 09:03:17,9.56
2024-08-27 08:48:17,10.04
2024-08-27 08:33:17,8.92
2024-08-27 08:18:17,9.28
2024-08-27 08:03:17,7.80
2024-08-27 07:48:17,8.68
2024-08-27 07:33:17,8.56
2024-08-27 07:18:17,7.36
2024-08-27 07:03:17,7.76
2024-08-27 06:48:17,7.80
2024-08-27 06:33:17,7.80
2024-08-27 06:18:17,7.52
2024-08-27 06:03:17,6.08
2024-08-27 05:48:25,6.00
2024-08-28 17:38:47,4.48
2024-08-28 17:23:47,4.96
2024-08-28 17:08:47,4.76
2024-08-28 16:53:47,4.84
2024-08-28 16:38:47,5.32
2024-08-28 16:23:47,6.56
2024-08-28 16:08:47,6.36
2024-08-28 15:53:47,5.40
2024-08-28 15:38:47,5.92
2024-08-28 15:23:47,3.84
2024-08-28 15:08:47,3.80
2024-08-28 14:53:47,4.16
2024-08-28 14:38:47,4.08
2024-08-28 14:23:47,6.76
2024-08-28 14:08:47,7.04
2024-08-28 13:53:56,8.08
2024-08-27 13:33:57,9.00
2024-08-27 13:18:57,9.44
2024-08-27 13:03:57,9.12
2024-08-27 12:48:57,10.04
2024-08-27 12:33:57,10.52
2024-08-27 12:18:57,10.56
2024-08-27 12:03:57,10.92
2024-08-27 11:48:57,8.92
2024-08-27 11:33:57,9.64
2024-08-27 11:18:57,10.40
2024-08-27 11:03:57,9.80
2024-08-27 10:48:57,9.28
2024-08-27 10:33:57,10.48
2024-08-27 10:18:57,9.92
2024-08-27 10:03:57,10.16
2024-08-27 09:49:00,12.04
2024-08-29 01:40:08,0.60
2024-08-29 01:25:08,0.72
2024-08-29 01:10:08,0.76
2024-08-29 00:55:08,0.88
2024-08-29 00:40:08,0.72
2024-08-29 00:25:08,1.16
2024-08-29 00:10:08,3.08
2024-08-28 23:55:08,3.16
2024-08-28 23:40:08,3.16
2024-08-28 23:25:08,4.04
2024-08-28 23:10:08,3.88
2024-08-28 22:55:08,5.44
2024-08-28 22:40:08,5.80
2024-08-28 22:25:08,4.64
2024-08-28 22:10:08,3.84
2024-08-28 21:55:16,4.32
2024-08-29 21:43:28,4.08
2024-08-29 21:28:28,4.92
2024-08-29 21:13:28,4.88
2024-08-29 20:58:28,4.44
2024-08-29 20:43:28,6.56
2024-08-29 20:28:28,6.16
2024-08-29 20:13:28,6.60
2024-08-29 19:58:28,5.68
2024-08-29 19:43:28,6.84
2024-08-29 19:28:28,6.68
2024-08-29 19:13:28,8.92
2024-08-29 18:58:28,8.36
2024-08-29 18:43:28,6.20
2024-08-29 18:28:28,6.52
2024-08-29 18:13:28,5.60
2024-08-29 17:58:36,6.16
2024-08-29 05:40:57,0.64
2024-08-29 05:25:57,0.76
2024-08-29 05:10:57,0.88
2024-08-29 04:55:57,0.72
2024-08-29 04:40:57,0.48
2024-08-29 04:25:57,0.64
2024-08-29 04:10:57,0.60
2024-08-29 03:55:57,0.60
2024-08-29 03:40:57,0.60
2024-08-29 03:25:57,0.48
2024-08-29 03:10:57,0.56
2024-08-29 02:55:57,2.08
2024-08-29 02:40:57,4.80
2024-08-29 02:25:57,4.24
2024-08-29 02:10:57,3.16
2024-08-29 01:55:58,0.60
2024-05-21 14:59:17,4.08
2024-05-21 14:44:17,4.32
2024-05-21 14:29:17,4.28
2024-05-21 14:14:17,4.12
2024-05-21 13:59:17,5.24
2024-05-21 13:44:17,5.52
2024-05-21 13:29:17,7.24
2024-05-21 13:14:17,6.84
2024-05-21 12:59:17,8.64
2024-05-21 12:44:17,7.28
2024-05-21 12:29:17,9.20
2024-05-21 12:14:17,7.80
2024-05-21 11:59:17,9.12
2024-05-21 11:44:17,8.60
2024-05-21 11:29:17,6.24
2024-05-21 18:59:18,5.24
2024-05-21 18:44:18,4.96
2024-05-21 18:29:18,4.44
2024-05-21 18:14:18,4.52
2024-05-21 17:59:18,4.20
2024-05-21 17:44:18,4.16
2024-05-21 17:29:18,5.00
2024-05-21 17:14:18,4.76
2024-05-21 16:59:18,4.68
2024-05-21 16:44:18,5.68
2024-05-21 16:29:18,4.56
2024-05-21 16:14:18,5.48
2024-05-21 15:59:18,6.68
2024-05-21 15:44:18,4.64
2024-05-21 15:29:18,5.44
2024-05-21 15:14:18,5.08
2024-05-21 22:59:18,4.16
2024-05-21 22:44:18,4.60
2024-05-21 22:29:18,4.40
2024-05-21 22:14:18,4.04
2024-05-21 21:59:18,4.00
2024-05-21 21:44:18,3.56
2024-05-21 21:29:18,4.72
2024-05-21 21:14:18,4.88
2024-05-21 20:59:18,5.56
2024-05-21 20:44:18,5.16
2024-05-21 20:29:18,4.44
2024-05-21 20:14:18,4.64
2024-05-21 19:59:18,4.16
2024-05-21 19:44:18,4.88
2024-05-21 19:29:18,6.00
2024-05-21 19:14:18,5.16
2024-05-22 02:59:17,0.72
2024-05-22 02:44:17,0.76
2024-05-22 02:29:17,0.68
2024-05-22 02:14:17,0.92
2024-05-22 01:59:17,0.96
2024-05-22 01:44:17,0.92
2024-05-22 01:29:17,1.16
2024-05-22 01:14:17,1.24
2024-05-22 00:59:17,1.44
2024-05-22 00:44:17,1.40
2024-05-22 00:29:17,1.12
2024-05-22 00:14:17,2.80
2024-05-21 23:59:17,3.08
2024-05-21 23:44:17,3.12
2024-05-21 23:29:17,3.36
2024-05-21 23:14:17,3.16
2024-05-22 06:59:18,4.40
2024-05-22 06:44:18,4.20
2024-05-22 06:29:18,3.36
2024-05-22 06:14:18,2.08
2024-05-22 05:59:18,1.32
2024-05-22 05:44:18,0.80
2024-05-22 05:29:18,0.96
2024-05-22 05:14:18,0.88
2024-05-22 04:59:18,0.88
2024-05-22 04:44:18,0.92
2024-05-22 04:29:18,0.88
2024-05-22 04:14:18,0.96
2024-05-22 03:59:18,1.44
2024-05-22 03:44:18,1.12
2024-05-22 03:29:18,0.72
2024-05-22 03:14:26,0.72
2024-05-22 10:59:58,7.80
2024-05-22 10:44:58,8.24
2024-05-22 10:29:58,8.96
2024-05-22 10:14:58,8.80
2024-05-22 09:59:58,6.92
2024-05-22 09:44:58,5.72
2024-05-22 09:29:58,6.80
2024-05-22 09:14:58,8.88
2024-05-22 08:59:58,8.48
2024-05-22 08:44:58,8.56
2024-05-22 08:29:58,8.00
2024-05-22 08:14:58,5.72
2024-05-22 07:59:58,5.28
2024-05-22 07:44:58,5.36
2024-05-22 07:29:58,4.92
2024-05-22 07:15:06,4.40
2024-05-22 15:00:37,5.52
2024-05-22 14:45:37,7.16
2024-05-22 14:30:37,6.68
2024-05-22 14:15:37,8.04
2024-05-22 14:00:37,7.60
2024-05-22 13:45:37,8.96
2024-05-22 13:30:37,8.08
2024-05-22 13:15:37,7.80
2024-05-22 13:00:37,5.72
2024-05-22 12:45:37,6.60
2024-05-22 12:30:37,7.48
2024-05-22 12:15:37,6.92
2024-05-22 12:00:37,6.52
2024-05-22 11:45:37,6.92
2024-05-22 11:30:37,7.60
2024-05-22 11:15:45,7.84
2024-08-29 09:41:27,5.24
2024-08-29 09:26:27,4.72
2024-08-29 09:11:27,5.76
2024-08-29 08:56:27,8.16
2024-08-29 08:41:27,8.16
2024-08-29 08:26:27,7.12
2024-08-29 08:11:27,4.68
2024-08-29 07:56:27,4.44
2024-08-29 07:41:27,4.44
2024-08-29 07:26:27,4.56
2024-08-29 07:11:27,3.68
2024-08-29 06:56:27,3.56
2024-08-29 06:41:27,4.16
2024-08-29 06:26:27,3.08
2024-08-29 06:11:27,1.44
2024-08-29 05:56:34,0.72
2024-05-23 07:03:17,3.52
2024-05-23 06:48:17,3.40
2024-05-23 06:33:17,2.80
2024-05-23 06:18:17,2.32
2024-05-23 06:03:17,1.36
2024-05-23 05:48:17,0.92
2024-05-23 05:33:17,0.88
2024-05-23 05:18:17,0.88
2024-05-23 05:03:17,0.76
2024-05-23 04:48:17,2.88
2024-05-23 04:33:17,0.80
2024-05-23 04:18:17,0.72
2024-05-23 04:03:17,0.68
2024-05-23 03:48:17,0.80
2024-05-23 03:33:17,0.68
2024-05-23 03:18:25,0.92
2024-05-23 03:02:37,0.72
2024-05-23 02:47:37,0.64
2024-05-23 02:32:37,0.72
2024-05-23 02:17:37,0.80
2024-05-23 02:02:37,0.72
2024-05-23 01:47:37,0.92
2024-05-23 01:32:37,0.84
2024-05-23 01:17:37,0.72
2024-05-23 01:02:37,0.88
2024-05-23 00:47:37,1.32
2024-05-23 00:32:37,1.40
2024-05-23 00:17:37,2.52
2024-05-23 00:02:37,3.24
2024-05-22 23:47:37,3.24
2024-05-22 23:32:37,4.48
2024-05-22 23:17:46,4.16
2024-05-22 23:01:57,5.24
2024-05-22 22:46:57,4.80
2024-05-22 22:31:57,6.04
2024-05-22 22:16:57,4.36
2024-05-22 22:01:57,3.76
2024-05-22 21:46:57,4.44
2024-05-22 21:31:57,4.92
2024-05-22 21:16:57,4.20
2024-05-22 21:01:57,5.24
2024-05-22 20:46:57,4.92
2024-05-22 20:31:57,4.72
2024-05-22 20:16:57,4.52
2024-05-22 20:01:57,7.36
2024-05-22 19:46:57,5.32
2024-05-22 19:31:57,6.52
2024-05-22 19:17:01,8.36
2024-05-22 19:01:18,8.56
2024-05-22 18:46:18,7.56
2024-05-22 18:31:18,7.40
2024-05-22 18:16:18,7.24
2024-05-22 18:01:18,7.08
2024-05-22 17:46:18,6.00
2024-05-22 17:31:18,6.20
2024-05-22 17:16:18,7.44
2024-05-22 17:01:18,5.32
2024-05-22 16:46:18,5.56
2024-05-22 16:31:18,5.88
2024-05-22 16:16:18,5.12
2024-05-22 16:01:18,4.68
2024-05-22 15:46:18,5.60
2024-05-22 15:31:18,5.60
2024-05-22 15:16:26,5.76
2024-08-28 21:39:27,4.64
2024-08-28 21:24:27,5.24
2024-08-28 21:09:27,6.32
2024-08-28 20:54:27,6.92
2024-08-28 20:39:27,10.44
2024-08-28 20:24:27,6.16
2024-08-28 20:09:27,6.44
2024-08-28 19:54:27,4.84
2024-08-28 19:39:27,5.48
2024-08-28 19:24:27,3.88
2024-08-28 19:09:27,5.08
2024-08-28 18:54:27,5.68
2024-08-28 18:39:27,6.40
2024-08-28 18:24:27,5.48
2024-08-28 18:09:27,3.68
2024-08-28 17:54:35,4.12
2024-05-23 11:03:57,8.04
2024-05-23 10:48:57,6.72
2024-05-23 10:33:57,7.96
2024-05-23 10:18:57,7.40
2024-05-23 10:03:57,8.96
2024-05-23 09:48:57,5.40
2024-05-23 09:33:57,5.88
2024-05-23 09:18:57,5.56
2024-05-23 09:03:57,5.44
2024-05-23 08:48:57,5.64
2024-05-23 08:33:57,5.56
2024-05-23 08:18:57,5.52
2024-05-23 08:03:57,5.16
2024-05-23 07:48:57,4.20
2024-05-23 07:33:57,4.32
2024-05-23 07:19:06,4.72
2024-05-23 15:04:38,4.72
2024-05-23 14:49:38,5.00
2024-05-23 14:34:38,5.20
2024-05-23 14:19:38,6.12
2024-05-23 14:04:38,5.52
2024-05-23 13:49:38,6.12
2024-05-23 13:34:38,6.72
2024-05-23 13:19:38,5.12
2024-05-23 13:04:38,5.60
2024-05-23 12:49:38,9.08
2024-05-23 12:34:38,8.20
2024-05-23 12:19:38,7.88
2024-05-23 12:04:38,6.56
2024-05-23 11:49:38,5.52
2024-05-23 11:34:38,6.52
2024-05-23 11:19:46,6.84
2024-05-23 19:05:17,5.92
2024-05-23 18:50:17,6.00
2024-05-23 18:35:17,5.12
2024-05-23 18:20:17,5.88
2024-05-23 18:05:17,4.44
2024-05-23 17:50:17,5.48
2024-05-23 17:35:17,5.96
2024-05-23 17:20:17,5.28
2024-05-23 17:05:17,4.44
2024-05-23 16:50:17,4.84
2024-05-23 16:35:17,4.80
2024-05-23 16:20:17,4.84
2024-05-23 16:05:17,6.68
2024-05-23 15:50:17,5.36
2024-05-23 15:35:17,4.36
2024-05-23 15:20:26,5.24
2024-05-23 23:05:57,3.40
2024-05-23 22:50:57,4.16
2024-05-23 22:35:57,5.12
2024-05-23 22:20:57,4.60
2024-05-23 22:05:57,4.32
2024-05-23 21:50:57,4.36
2024-05-23 21:35:57,3.68
2024-05-23 21:20:57,5.76
2024-05-23 21:05:57,4.84
2024-05-23 20:50:57,4.52
2024-05-23 20:35:57,4.84
2024-05-23 20:20:57,4.92
2024-05-23 20:05:57,6.28
2024-05-23 19:50:57,5.36
2024-05-23 19:35:57,6.16
2024-05-23 19:21:06,4.92
2024-05-24 03:06:48,0.76
2024-05-24 02:51:48,3.04
2024-05-24 02:36:48,4.88
2024-05-24 02:21:48,4.36
2024-05-24 02:06:48,2.44
2024-05-24 01:51:48,0.84
2024-05-24 01:36:48,0.88
2024-05-24 01:21:48,0.80
2024-05-24 01:06:48,0.84
2024-05-24 00:51:48,1.16
2024-05-24 00:36:48,1.32
2024-05-24 00:21:48,1.56
2024-05-24 00:06:48,3.32
2024-05-23 23:51:48,3.52
2024-05-23 23:36:48,3.20
2024-05-23 23:21:48,3.80
2024-05-24 07:07:17,5.16
2024-05-24 06:52:17,3.88
2024-05-24 06:37:17,4.92
2024-05-24 06:22:17,3.88
2024-05-24 06:07:17,1.32
2024-05-24 05:52:17,1.12
2024-05-24 05:37:17,1.20
2024-05-24 05:22:17,1.12
2024-05-24 05:07:17,0.76
2024-05-24 04:52:17,0.88
2024-05-24 04:37:17,0.88
2024-05-24 04:22:17,0.96
2024-05-24 04:07:17,1.96
2024-05-24 03:52:17,1.56
2024-05-24 03:37:17,0.68
2024-05-24 03:22:23,0.72
2024-05-24 11:07:57,6.84
2024-05-24 10:52:57,7.08
2024-05-24 10:37:57,7.60
2024-05-24 10:22:57,5.52
2024-05-24 10:07:57,5.88
2024-05-24 09:52:57,6.84
2024-05-24 09:37:57,5.48
2024-05-24 09:22:57,6.20
2024-05-24 09:07:57,4.76
2024-05-24 08:52:57,5.28
2024-05-24 08:37:57,5.04
2024-05-24 08:22:57,4.52
2024-05-24 08:07:57,5.48
2024-05-24 07:52:57,5.52
2024-05-24 07:37:57,5.04
2024-05-24 07:23:06,4.80
2024-05-24 15:08:37,5.64
2024-05-24 14:53:37,6.52
2024-05-24 14:38:37,5.76
2024-05-24 14:23:37,7.40
2024-05-24 14:08:37,8.64
2024-05-24 13:53:37,5.84
2024-05-24 13:38:37,5.32
2024-05-24 13:23:37,6.12
2024-05-24 13:08:37,5.20
2024-05-24 12:53:37,6.40
2024-05-24 12:38:37,7.92
2024-05-24 12:23:37,9.04
2024-05-24 12:08:37,6.16
2024-05-24 11:53:37,7.80
2024-05-24 11:38:37,9.16
2024-05-24 11:23:46,7.56
2024-05-24 19:09:17,8.00
2024-05-24 18:54:17,7.48
2024-05-24 18:39:17,7.28
2024-05-24 18:24:17,6.44
2024-05-24 18:09:17,6.52
2024-05-24 17:54:17,6.36
2024-05-24 17:39:17,6.52
2024-05-24 17:24:17,6.72
2024-05-24 17:09:17,6.72
2024-05-24 16:54:17,6.36
2024-05-24 16:39:17,5.76
2024-05-24 16:24:17,7.64
2024-05-24 16:09:17,5.84
2024-05-24 15:54:17,5.44
2024-05-24 15:39:17,5.76
2024-05-24 15:24:26,6.48
2024-05-24 23:10:07,4.60
2024-05-24 22:55:07,5.36
2024-05-24 22:40:07,5.80
2024-05-24 22:25:07,5.36
2024-05-24 22:10:07,4.40
2024-05-24 21:55:07,4.56
2024-05-24 21:40:07,4.28
2024-05-24 21:25:07,4.80
2024-05-24 21:10:07,5.88
2024-05-24 20:55:07,5.88
2024-05-24 20:40:07,5.84
2024-05-24 20:25:07,7.76
2024-05-24 20:10:07,10.52
2024-05-24 19:55:07,9.16
2024-05-24 19:40:07,8.96
2024-05-24 19:25:08,10.44
2024-08-31 01:48:07,0.60
2024-08-31 01:33:07,0.60
2024-08-31 01:18:07,0.84
2024-05-25 03:10:37,1.48
2024-05-25 02:55:37,2.76
2024-05-25 02:40:37,5.88
2024-05-25 02:25:37,5.36
2024-05-25 02:10:37,4.04
2024-05-25 01:55:37,1.60
2024-05-25 01:40:37,1.52
2024-05-25 01:25:37,1.52
2024-05-25 01:10:37,1.52
2024-05-25 00:55:37,1.64
2024-05-25 00:40:37,1.72
2024-05-25 00:25:37,2.08
2024-05-25 00:10:37,3.76
2024-05-24 23:55:37,3.92
2024-05-24 23:40:37,4.28
2024-05-24 23:25:46,4.04
2024-05-25 07:11:28,3.96
2024-05-25 06:56:28,3.96
2024-05-25 06:41:28,3.68
2024-05-25 06:26:28,5.20
2024-05-25 06:11:28,2.12
2024-05-25 05:56:28,1.76
2024-05-25 05:41:28,1.36
2024-05-25 05:26:28,1.56
2024-05-25 05:11:28,1.44
2024-05-25 04:56:28,1.60
2024-05-25 04:41:28,1.44
2024-05-25 04:26:28,1.36
2024-05-25 04:11:28,1.36
2024-05-25 03:56:28,1.36
2024-05-25 03:41:28,1.48
2024-05-25 03:26:30,1.68
2024-05-25 11:12:17,7.48
2024-05-25 10:57:17,7.36
2024-05-25 10:42:17,7.64
2024-05-25 10:27:17,5.40
2024-05-25 10:12:17,6.20
2024-05-25 09:57:17,5.20
2024-05-25 09:42:17,7.60
2024-05-25 09:27:17,6.64
2024-05-25 09:12:17,8.12
2024-05-25 08:57:17,7.96
2024-05-25 08:42:17,6.76
2024-05-25 08:27:17,5.68
2024-05-25 08:12:17,5.48
2024-05-25 07:57:17,4.64
2024-05-25 07:42:17,6.12
2024-05-25 07:27:17,5.16
2024-05-25 15:12:47,4.12
2024-05-25 14:57:47,4.92
2024-05-25 14:42:47,4.76
2024-05-25 14:27:47,5.36
2024-05-25 14:12:47,4.12
2024-05-25 13:57:47,4.92
2024-05-25 13:42:47,4.56
2024-05-25 13:27:47,4.76
2024-05-25 13:12:47,5.52
2024-05-25 12:57:47,5.76
2024-05-25 12:42:47,6.92
2024-05-25 12:27:47,7.36
2024-05-25 12:12:47,10.64
2024-05-25 11:57:47,8.68
2024-05-25 11:42:47,7.40
2024-05-25 11:27:55,9.08
2024-05-25 19:13:27,4.72
2024-05-25 18:58:27,5.12
2024-05-25 18:43:27,5.00
2024-05-25 18:28:27,5.12
2024-05-25 18:13:27,5.40
2024-05-25 17:58:27,5.56
2024-05-25 17:43:27,4.92
2024-05-25 17:28:27,5.24
2024-05-25 17:13:27,4.16
2024-05-25 16:58:27,3.88
2024-05-25 16:43:27,6.08
2024-05-25 16:28:27,5.68
2024-05-25 16:13:27,6.16
2024-05-25 15:58:27,4.28
2024-05-25 15:43:27,4.08
2024-05-25 15:28:35,5.92
2024-05-25 23:14:07,3.64
2024-05-25 22:59:07,3.40
2024-05-25 22:44:07,3.56
2024-05-25 22:29:07,4.64
2024-05-25 22:14:07,4.56
2024-05-25 21:59:07,3.80
2024-05-25 21:44:07,4.32
2024-05-25 21:29:07,5.32
2024-05-25 21:14:07,5.60
2024-05-25 20:59:07,6.56
2024-05-25 20:44:07,5.80
2024-05-25 20:29:07,5.36
2024-05-25 20:14:07,5.56
2024-05-25 19:59:07,7.36
2024-05-25 19:44:07,6.44
2024-05-25 19:29:15,7.16
2024-05-26 03:14:47,0.76
2024-05-26 02:59:47,0.96
2024-05-26 02:44:47,5.08
2024-05-26 02:29:47,4.68
